,freeze,Tracesample,buffer#,finefreeze,wc,Seconds,SecondsofDayNoPPS,TimeStampsNoPPS
4025,342151399,28,0,87590758272,87590758201,0.00010062499995910912,73826.22188385,0 days 20:30:26.221884
4026,342151399,28,0,87590758272,87590758202,0.00010065000014947145,73826.221883875,0 days 20:30:26.221884
4027,342151399,28,0,87590758272,87590758203,0.00010067500033983379,73826.2218839,0 days 20:30:26.221884
4028,342151399,28,0,87590758272,87590758204,0.00010070000007544877,73826.221883925,0 days 20:30:26.221884
4029,342151399,28,0,87590758272,87590758205,0.0001007250002658111,73826.22188395,0 days 20:30:26.221884
4030,342151399,28,0,87590758272,87590758206,0.00010075000000142609,73826.221883975,0 days 20:30:26.221884
4031,342151399,28,0,87590758272,87590758207,0.00010077500019178842,73826.221884,0 days 20:30:26.221884
4032,342151399,28,0,87590758272,87590758208,0.0001007999999274034,73826.221884025,0 days 20:30:26.221884
4033,342151399,28,0,87590758272,87590758209,0.00010082500011776574,73826.22188405,0 days 20:30:26.221884
4034,342151399,28,0,87590758272,87590758210,0.00010085000030812807,73826.221884075,0 days 20:30:26.221884
4035,342151399,28,0,87590758272,87590758211,0.00010087500004374306,73826.2218841,0 days 20:30:26.221884
4036,342151399,28,0,87590758272,87590758212,0.00010090000023410539,73826.221884125,0 days 20:30:26.221884
4037,342151399,28,0,87590758272,87590758213,0.00010092499996972037,73826.22188415,0 days 20:30:26.221884
4038,342151399,28,0,87590758272,87590758214,0.00010095000016008271,73826.221884175,0 days 20:30:26.221884
4039,342151399,28,0,87590758272,87590758215,0.00010097499989569769,73826.2218842,0 days 20:30:26.221884
4040,342151399,27,0,87590758272,87590758216,0.00010100000008606003,73826.221884225,0 days 20:30:26.221884
4041,342151399,28,0,87590758272,87590758217,0.00010102500027642236,73826.22188425,0 days 20:30:26.221884
4042,342151399,27,0,87590758272,87590758218,0.00010105000001203734,73826.221884275,0 days 20:30:26.221884
4043,342151399,27,0,87590758272,87590758219,0.00010107500020239968,73826.2218843,0 days 20:30:26.221884
4044,342151399,27,0,87590758272,87590758220,0.00010109999993801466,73826.221884325,0 days 20:30:26.221884
4045,342151399,27,0,87590758272,87590758221,0.000101125000128377,73826.22188435,0 days 20:30:26.221884
4046,342151399,27,0,87590758272,87590758222,0.00010115000031873933,73826.221884375,0 days 20:30:26.221884
4047,342151399,27,0,87590758272,87590758223,0.00010117500005435431,73826.2218844,0 days 20:30:26.221884
