# Relative_Time(µs) ADC amplitude
0.011605	432.000000
0.024105	432.000000
0.036605	432.000000
0.049105	432.000000
0.061606	432.000000
0.074106	432.000000
0.086606	432.000000
0.099106	432.000000
0.111606	432.000000
0.124106	432.000000
0.136606	432.000000
0.149106	432.000000
0.161606	432.000000
0.174106	432.000000
0.186606	432.000000
0.199107	432.000000
0.211607	432.000000
0.224103	432.000000
0.236603	432.000000
0.249103	432.000000
0.261603	432.000000
0.274104	432.000000
0.286604	432.000000
0.299104	432.000000
0.311604	432.000000
0.324104	432.000000
0.336604	432.000000
0.349104	432.000000
0.361604	432.000000
0.374104	432.000000
0.386604	432.000000
0.399104	432.000000
0.411605	432.000000
0.424105	432.000000
0.436605	432.000000
0.449105	432.000000
0.461605	432.000000
0.474105	432.000000
0.486605	432.000000
0.499105	432.000000
0.511605	432.000000
0.524105	432.000000
0.536606	432.000000
0.549106	432.000000
0.561606	432.000000
0.574106	432.000000
0.586606	432.000000
0.599106	432.000000
0.611606	432.000000
0.624106	432.000000
0.636606	432.000000
0.649106	432.000000
0.661606	432.000000
0.674107	432.000000
0.686607	432.000000
0.699107	432.000000
0.711603	432.000000
0.724103	432.000000
0.736603	432.000000
0.749103	432.000000
0.761604	432.000000
0.774104	432.000000
0.786604	432.000000
0.799104	432.000000
0.811604	432.000000
0.824104	432.000000
0.836604	432.000000
0.849104	432.000000
0.861604	432.000000
0.874104	432.000000
0.886605	432.000000
0.899105	432.000000
0.911605	432.000000
0.924105	432.000000
0.936605	432.000000
0.949105	432.000000
0.961605	432.000000
0.974105	432.000000
0.986605	432.000000
0.999105	432.000000
1.011605	432.000000
1.024106	432.000000
1.036606	432.000000
1.049106	432.000000
1.061606	432.000000
1.074106	448.000000
1.086606	512.000000
1.099106	624.000000
1.111606	800.000000
1.124106	992.000000
1.136606	1168.000000
1.149107	1344.000000
1.161607	1504.000000
1.174103	1616.000000
1.186603	1696.000000
1.199103	1744.000000
1.211603	1744.000000
1.224103	1728.000000
1.236604	1664.000000
1.249104	1600.000000
1.261604	1504.000000
1.274104	1392.000000
1.286604	1296.000000
1.299104	1216.000000
1.311604	1136.000000
1.324104	1056.000000
1.336604	976.000000
1.349104	912.000000
1.361605	864.000000
1.374105	816.000000
1.386605	768.000000
1.399105	736.000000
1.411605	704.000000
1.424105	672.000000
1.436605	656.000000
1.449105	640.000000
1.461605	624.000000
1.474105	608.000000
1.486605	608.000000
1.499106	592.000000
1.511606	576.000000
1.524106	576.000000
1.536606	560.000000
1.549106	560.000000
1.561606	560.000000
1.574106	544.000000
1.586606	528.000000
1.599106	528.000000
1.611606	528.000000
1.624107	512.000000
1.636607	496.000000
1.649107	496.000000
1.661607	496.000000
1.674103	480.000000
1.686603	480.000000
1.699103	480.000000
